OtuName	Core	TotalRelativeabundance	TotalOcurrence	Relative.abundance.y1	Relative.abundance.y2	Relative.abundance.y3	Ocurrence.y1	Ocurrence.y2	Ocurrence.y3	Locus	size	Taxonomy	Kingdom	Phylum	Class	Order	Family	Genus	Species
BacV5_Otu_000342	no	0.00021165	0.650485437	0.00010647	0.000317234	0.000202492	0.5	0.657142857	0.777777778	BacV5	627	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Nocardioidaceae(100);g__Nocardioides(100);s__terrigena(99);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardioidaceae	g__Nocardioides	s__terrigena
BacV5_Otu_000343	no	0.000248135	0.398058252	0.000130269	0.000526926	8.19E-05	0.3125	0.671428571	0.208333333	BacV5	626	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(94);g__Sphingomonas_unclassified(86);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	g__Sphingomonas_unclassified
BacV5_Otu_000344	no	0.000194464	0.533980583	8.23E-05	6.73E-05	0.000417761	0.4375	0.3	0.847222222	BacV5	624	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Nocardioidaceae(100);g__Nocardioides(100);s__tritolerans(100);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardioidaceae	g__Nocardioides	s__tritolerans
BacV5_Otu_000345	no	0.000233515	0.631067961	0.000290607	0.000233678	0.000182608	0.671875	0.671428571	0.555555556	BacV5	622	"k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(100);o__Xanthomonadales(100);f__Sinobacteraceae(99);f__Sinobacteraceae_unclassified(99);f__Sinobacteraceae_unclassified(99);"	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	f__Sinobacteraceae_unclassified	f__Sinobacteraceae_unclassified
BacV5_Otu_000346	no	0.000221286	0.67961165	0.00023777	0.000191545	0.000235549	0.71875	0.585714286	0.736111111	BacV5	621	"k__Bacteria(100);p__Actinobacteria(100);c__Thermoleophilia(100);o__Gaiellales(100);f__Gaiellaceae(100);f__Gaiellaceae_unclassified(100);f__Gaiellaceae_unclassified(100);"	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	f__Gaiellaceae_unclassified	f__Gaiellaceae_unclassified
BacV5_Otu_000347	no	0.000325705	0.368932039	0.000387873	0.000579302	2.39E-05	0.4375	0.585714286	0.097222222	BacV5	620	"k__Bacteria(100);k__Bacteria_unclassified(97);k__Bacteria_unclassified(97);k__Bacteria_unclassified(97);k__Bacteria_unclassified(97);k__Bacteria_unclassified(97);k__Bacteria_unclassified(97);"	k__Bacteria	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified
BacV5_Otu_000348	no	0.000159832	0.223300971	0.000309399	0.000169901	1.71E-05	0.328125	0.242857143	0.111111111	BacV5	619	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(100);g__Sphingomonas_unclassified(100);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	g__Sphingomonas_unclassified
BacV5_Otu_000349	no	0.000243581	0.325242718	0.000137971	0.000193628	0.000386021	0.28125	0.357142857	0.333333333	BacV5	618	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);o__Actinomycetales_unclassified(99);o__Actinomycetales_unclassified(99);o__Actinomycetales_unclassified(99);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	o__Actinomycetales_unclassified	o__Actinomycetales_unclassified	o__Actinomycetales_unclassified
BacV5_Otu_000351	no	0.000215305	0.597087379	0.000161607	6.08E-05	0.00041324	0.5625	0.4	0.819444444	BacV5	613	"k__Bacteria(100);p__Actinobacteria(100);c__Acidimicrobiia(100);o__Acidimicrobiales(100);f__C111(100);f__C111_unclassified(100);f__C111_unclassified(100);"	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	f__C111_unclassified	f__C111_unclassified
BacV5_Otu_000353	no	0.000230056	0.674757282	0.000138863	0.000349753	0.000194744	0.625	0.671428571	0.722222222	BacV5	611	"k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(100);o__Xanthomonadales(100);f__Xanthomonadaceae(100);f__Xanthomonadaceae_unclassified(99);f__Xanthomonadaceae_unclassified(99);"	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	f__Xanthomonadaceae_unclassified	f__Xanthomonadaceae_unclassified
BacV5_Otu_000354	no	0.000223447	0.422330097	0.000150153	0.000450796	6.76E-05	0.28125	0.585714286	0.388888889	BacV5	610	"k__Bacteria(100);p__Bacteroidetes(100);c__Flavobacteriia(100);o__Flavobacteriales(100);f__Flavobacteriaceae(100);g__Flavobacterium(98);s__succinicans(55);"	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__succinicans
BacV5_Otu_000355	no	0.00020607	0.558252427	0.000199742	0.000198414	0.000219138	0.5625	0.557142857	0.555555556	BacV5	609	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Hyphomicrobiaceae(100);g__Devosia(100);g__Devosia_unclassified(100);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Devosia	g__Devosia_unclassified
BacV5_Otu_000356	no	0.000211865	0.752427184	0.000186535	0.000138589	0.00030562	0.703125	0.628571429	0.916666667	BacV5	607	"k__Bacteria(100);p__Actinobacteria(100);c__Thermoleophilia(100);o__Solirubrobacterales(100);f__Solirubrobacteraceae(96);f__Solirubrobacteraceae_unclassified(96);f__Solirubrobacteraceae_unclassified(96);"	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	f__Solirubrobacteraceae_unclassified	f__Solirubrobacteraceae_unclassified
BacV5_Otu_000357	no	0.000216968	0.126213592	3.39E-05	0.000604578	2.88E-06	0.078125	0.271428571	0.027777778	BacV5	604	"k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(75);c__Gammaproteobacteria_unclassified(71);c__Gammaproteobacteria_unclassified(71);c__Gammaproteobacteria_unclassified(71);c__Gammaproteobacteria_unclassified(71);"	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	c__Gammaproteobacteria_unclassified	c__Gammaproteobacteria_unclassified	c__Gammaproteobacteria_unclassified	c__Gammaproteobacteria_unclassified
BacV5_Otu_000358	no	0.000203543	0.689320388	0.000208201	0.000131318	0.000269621	0.71875	0.571428571	0.777777778	BacV5	603	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Mycobacteriaceae(100);g__Mycobacterium(100);g__Mycobacterium_unclassified(72);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Mycobacteriaceae	g__Mycobacterium	g__Mycobacterium_unclassified
BacV5_Otu_000359	no	0.000233875	0.766990291	0.000289048	0.000230877	0.000187746	0.78125	0.728571429	0.791666667	BacV5	602	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Mycobacteriaceae(100);g__Mycobacterium(100);g__Mycobacterium_unclassified(99);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Mycobacteriaceae	g__Mycobacterium	g__Mycobacterium_unclassified
BacV5_Otu_000360	no	0.000407734	0.315533981	0.000732558	0.00036262	0.000162861	0.328125	0.271428571	0.347222222	BacV5	602	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(78);s__wittichii(78);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__wittichii
BacV5_Otu_000362	no	0.000210673	0.669902913	0.000248788	0.000190712	0.000196199	0.703125	0.628571429	0.680555556	BacV5	600	"k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__A21b(100);f__EB1003(100);f__EB1003_unclassified(100);f__EB1003_unclassified(100);"	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__A21b	f__EB1003	f__EB1003_unclassified	f__EB1003_unclassified
BacV5_Otu_000363	no	0.000231573	0.669902913	0.000310197	0.00019926	0.000193102	0.734375	0.628571429	0.652777778	BacV5	599	"k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__SC-I-84(100);o__SC-I-84_unclassified(100);o__SC-I-84_unclassified(100);o__SC-I-84_unclassified(100);"	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__SC-I-84	o__SC-I-84_unclassified	o__SC-I-84_unclassified	o__SC-I-84_unclassified
BacV5_Otu_000364	no	0.000276986	0.451456311	0.000296609	0.000250623	0.000285174	0.46875	0.428571429	0.458333333	BacV5	599	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);o__Rhizobiales_unclassified(76);o__Rhizobiales_unclassified(76);o__Rhizobiales_unclassified(76);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	o__Rhizobiales_unclassified	o__Rhizobiales_unclassified	o__Rhizobiales_unclassified
BacV5_Otu_000366	no	0.000187166	0.519417476	0.000202646	0.000116059	0.000242537	0.53125	0.457142857	0.569444444	BacV5	596	"k__Bacteria(100);p__Actinobacteria(100);c__Thermoleophilia(97);o__Solirubrobacterales(59);o__Solirubrobacterales_unclassified(59);o__Solirubrobacterales_unclassified(59);o__Solirubrobacterales_unclassified(59);"	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	o__Solirubrobacterales_unclassified	o__Solirubrobacterales_unclassified	o__Solirubrobacterales_unclassified
BacV5_Otu_000367	no	0.000153126	0.033980583	3.15E-05	0	0.000410149	0.015625	0	0.083333333	BacV5	595	"k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(100);o__Xanthomonadales(100);f__Xanthomonadaceae(100);f__Xanthomonadaceae_unclassified(100);f__Xanthomonadaceae_unclassified(100);"	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	f__Xanthomonadaceae_unclassified	f__Xanthomonadaceae_unclassified
BacV5_Otu_000368	no	0.000253533	0.475728155	0.00053102	0.000228871	3.09E-05	0.765625	0.471428571	0.222222222	BacV5	595	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Rhizobiaceae(89);f__Rhizobiaceae_unclassified(89);f__Rhizobiaceae_unclassified(89);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	f__Rhizobiaceae_unclassified	f__Rhizobiaceae_unclassified
BacV5_Otu_000369	no	0.000222565	0.427184466	0.000166039	0.000385157	0.000114736	0.3125	0.528571429	0.430555556	BacV5	594	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(100);s__asaccharolytica(100);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__asaccharolytica
BacV5_Otu_000370	no	0.000208162	0.533980583	0.000262995	0.000196244	0.000171008	0.609375	0.514285714	0.486111111	BacV5	593	"k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Ellin6067(100);o__Ellin6067_unclassified(100);o__Ellin6067_unclassified(100);o__Ellin6067_unclassified(100);"	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Ellin6067	o__Ellin6067_unclassified	o__Ellin6067_unclassified	o__Ellin6067_unclassified
BacV5_Otu_000371	no	0.000194296	0.121359223	1.11E-05	0.000199361	0.00035224	0.015625	0.014285714	0.319444444	BacV5	585	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Caulobacterales(100);f__Caulobacteraceae(100);g__Caulobacter(100);s__vibrioides(100);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Caulobacter	s__vibrioides
BacV5_Otu_000372	no	0.000195865	0.684466019	0.000270822	0.000144966	0.000178721	0.734375	0.642857143	0.680555556	BacV5	584	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Hyphomicrobiaceae(99);g__Rhodoplanes(98);g__Rhodoplanes_unclassified(98);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	g__Rhodoplanes_unclassified
BacV5_Otu_000373	no	0.000218575	0.145631068	0.000330298	7.45E-05	0.000259369	0.203125	0.085714286	0.152777778	BacV5	583	"k__Bacteria(100);p__FBP(100);p__FBP_unclassified(100);p__FBP_unclassified(100);p__FBP_unclassified(100);p__FBP_unclassified(100);p__FBP_unclassified(100);"	k__Bacteria	p__FBP	p__FBP_unclassified	p__FBP_unclassified	p__FBP_unclassified	p__FBP_unclassified	p__FBP_unclassified
BacV5_Otu_000375	no	0.000185394	0.04368932	7.23E-05	0.00047714	2.25E-06	0.0625	0.042857143	0.027777778	BacV5	581	"k__Bacteria(72);k__Bacteria_unclassified(72);k__Bacteria_unclassified(72);k__Bacteria_unclassified(72);k__Bacteria_unclassified(72);k__Bacteria_unclassified(72);k__Bacteria_unclassified(72);"	k__Bacteria	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified
BacV5_Otu_000377	no	0.000244367	0.412621359	0.000164059	0.00038094	0.000182972	0.421875	0.428571429	0.388888889	BacV5	572	"k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Neisseriales(100);f__Neisseriaceae(100);g__Neisseria(81);g__Neisseria_unclassified(76);"	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Neisseria	g__Neisseria_unclassified
BacV5_Otu_000378	no	0.000145338	0.257281553	5.43E-05	5.62E-05	0.000312964	0.078125	0.214285714	0.458333333	BacV5	566	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Bradyrhizobiaceae(100);g__Afipia(96);s__broomeae(90);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Afipia	s__broomeae
BacV5_Otu_000379	no	0.000224194	0.432038835	0.000117297	0.000313941	0.000231961	0.359375	0.457142857	0.472222222	BacV5	562	"k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Oxalobacteraceae(100);f__Oxalobacteraceae_unclassified(79);f__Oxalobacteraceae_unclassified(79);"	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	f__Oxalobacteraceae_unclassified	f__Oxalobacteraceae_unclassified
BacV5_Otu_000380	no	0.000209342	0.519417476	7.29E-05	0.000199849	0.000339866	0.40625	0.557142857	0.583333333	BacV5	562	"k__Bacteria(100);p__Bacteroidetes(100);c__Cytophagia(100);o__Cytophagales(100);f__Cytophagaceae(100);g__Hymenobacter(100);g__Hymenobacter_unclassified(100);"	k__Bacteria	p__Bacteroidetes	c__Cytophagia	o__Cytophagales	f__Cytophagaceae	g__Hymenobacter	g__Hymenobacter_unclassified
BacV5_Otu_000381	no	0.000311648	0.296116505	3.37E-05	0.000779423	0.000103913	0.21875	0.228571429	0.430555556	BacV5	560	"k__Bacteria(100);p__Firmicutes(100);c__Bacilli(100);o__Bacillales(100);f__Alicyclobacillaceae(100);g__Alicyclobacillus(100);g__Alicyclobacillus_unclassified(100);"	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Alicyclobacillaceae	g__Alicyclobacillus	g__Alicyclobacillus_unclassified
BacV5_Otu_000382	no	0.000188683	0.533980583	0.000317731	0.000157631	0.000104163	0.625	0.585714286	0.402777778	BacV5	560	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(97);o__Rhizobiales_unclassified(97);o__Rhizobiales_unclassified(97);o__Rhizobiales_unclassified(97);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	o__Rhizobiales_unclassified	o__Rhizobiales_unclassified	o__Rhizobiales_unclassified
BacV5_Otu_000383	no	0.000210977	0.689320388	0.000269384	0.000108057	0.000259121	0.796875	0.485714286	0.791666667	BacV5	555	"k__Bacteria(100);p__Actinobacteria(100);c__MB-A2-108(100);o__0319-7L14(100);o__0319-7L14_unclassified(100);o__0319-7L14_unclassified(100);o__0319-7L14_unclassified(100);"	k__Bacteria	p__Actinobacteria	c__MB-A2-108	o__0319-7L14	o__0319-7L14_unclassified	o__0319-7L14_unclassified	o__0319-7L14_unclassified
BacV5_Otu_000384	no	0.000198146	0.558252427	8.39E-05	0.0003653	0.000137176	0.46875	0.571428571	0.625	BacV5	554	"k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Oxalobacteraceae(100);f__Oxalobacteraceae_unclassified(93);f__Oxalobacteraceae_unclassified(93);"	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	f__Oxalobacteraceae_unclassified	f__Oxalobacteraceae_unclassified
BacV5_Otu_000385	no	0.000236106	0.349514563	8.91E-05	0.000551144	6.05E-05	0.09375	0.828571429	0.111111111	BacV5	552	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Microbacteriaceae(100);f__Microbacteriaceae_unclassified(96);f__Microbacteriaceae_unclassified(96);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	f__Microbacteriaceae_unclassified	f__Microbacteriaceae_unclassified
BacV5_Otu_000386	no	0.000194691	0.650485437	0.000198592	0.000201289	0.000184809	0.640625	0.614285714	0.694444444	BacV5	549	"k__Bacteria(100);p__Chloroflexi(100);c__Chloroflexi(100);o__[Roseiflexales](100);f__[Kouleothrixaceae](100);f__[Kouleothrixaceae]_unclassified(72);f__[Kouleothrixaceae]_unclassified(72);"	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__[Roseiflexales]	f__[Kouleothrixaceae]	f__[Kouleothrixaceae]_unclassified	f__[Kouleothrixaceae]_unclassified
BacV5_Otu_000387	no	0.000154235	0.189320388	1.94E-05	4.12E-06	0.000419993	0.0625	0.042857143	0.444444444	BacV5	548	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Rhizobiaceae(100);g__Agrobacterium(84);g__Agrobacterium_unclassified(84);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Agrobacterium	g__Agrobacterium_unclassified
BacV5_Otu_000388	no	0.000185251	0.597087379	0.000133732	0.000204739	0.000212099	0.53125	0.671428571	0.583333333	BacV5	547	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Microbacteriaceae(94);f__Microbacteriaceae_unclassified(94);f__Microbacteriaceae_unclassified(94);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	f__Microbacteriaceae_unclassified	f__Microbacteriaceae_unclassified
BacV5_Otu_000389	no	0.000162071	0.495145631	0.000105888	6.44E-05	0.000306948	0.5	0.342857143	0.638888889	BacV5	546	"k__Bacteria(100);p__Armatimonadetes(100);c__Armatimonadia(100);o__Armatimonadales(100);f__Armatimonadaceae(100);f__Armatimonadaceae_unclassified(100);f__Armatimonadaceae_unclassified(100);"	k__Bacteria	p__Armatimonadetes	c__Armatimonadia	o__Armatimonadales	f__Armatimonadaceae	f__Armatimonadaceae_unclassified	f__Armatimonadaceae_unclassified
BacV5_Otu_000390	no	0.000149621	0.247572816	3.71E-05	1.37E-05	0.000381733	0.203125	0.1	0.430555556	BacV5	545	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Micrococcaceae(100);f__Micrococcaceae_unclassified(95);f__Micrococcaceae_unclassified(95);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	f__Micrococcaceae_unclassified	f__Micrococcaceae_unclassified
BacV5_Otu_000391	no	0.000192373	0.655339806	0.000128023	0.000144666	0.000295953	0.578125	0.557142857	0.819444444	BacV5	544	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhodospirillales(100);f__Rhodospirillaceae(100);f__Rhodospirillaceae_unclassified(100);f__Rhodospirillaceae_unclassified(100);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	f__Rhodospirillaceae_unclassified	f__Rhodospirillaceae_unclassified
BacV5_Otu_000392	no	0.000132274	0.082524272	2.06E-06	0.000367416	1.94E-05	0.015625	0.2	0.027777778	BacV5	542	"k__Bacteria(100);p__Bacteroidetes(100);c__Flavobacteriia(100);o__Flavobacteriales(100);f__[Weeksellaceae](100);g__Chryseobacterium(98);g__Chryseobacterium_unclassified(98);"	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__[Weeksellaceae]	g__Chryseobacterium	g__Chryseobacterium_unclassified
BacV5_Otu_000394	no	0.000222972	0.383495146	0.000122558	0.000444008	9.73E-05	0.265625	0.671428571	0.208333333	BacV5	541	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Microbacteriaceae(97);f__Microbacteriaceae_unclassified(59);f__Microbacteriaceae_unclassified(59);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	f__Microbacteriaceae_unclassified	f__Microbacteriaceae_unclassified
BacV5_Otu_000395	no	0.000198479	0.495145631	0.000298171	0.000139752	0.000166958	0.609375	0.528571429	0.361111111	BacV5	539	"k__Bacteria(100);p__Chloroflexi(100);c__Chloroflexi(100);o__[Roseiflexales](100);f__[Kouleothrixaceae](100);f__[Kouleothrixaceae]_unclassified(100);f__[Kouleothrixaceae]_unclassified(100);"	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__[Roseiflexales]	f__[Kouleothrixaceae]	f__[Kouleothrixaceae]_unclassified	f__[Kouleothrixaceae]_unclassified
